coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,retweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_screen_name,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
"113.8,22.8",Wed Apr 08 10:57:07 +0000 2020,,,https://www.instagram.com/p/B-t4coWjR1U/?igshid=vbk20vqmbpq8,0,1247840895438925825,,,,en,"广东, 中华人民共和国",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Dustless Workshop Production of Face Mask
Disposable Efficient Face Mask 3-Ply

According the global continuous to spread Corona Virus,  please take good care yourself and your family.
Wishes you and your family all… https://t.co/23CfUw9ahX",https://twitter.com/itorocases/status/1247840895438925825,Wed Nov 22 08:32:04 +0000 2017,itorocases,false,iToro is created by a collective of Italian designers that work for several years in leather design with high skilled artisans in Florence.,694,30,101,2,United States,itoro,itorocases,2729,,https://www.itorostyle.com/collections/all,false
"3.39583,6.45306",Wed Apr 08 10:57:58 +0000 2020,stayhome staysafe,,https://www.instagram.com/p/B-t6TI7F4F0/?igshid=3s3izb2qoc5i,0,1247841108635406336,,,,en,"Lagos, Nigeria",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","As the world battles the corona virus pandemic, we urge on you all to #stayhome and #staysafe

Remember, the virus doesn’t move. We move the virus

Let us all do our part to help flatten the curve so we can all… https://t.co/XPi9x508n6",https://twitter.com/mercureikoyi/status/1247841108635406336,Tue Sep 26 11:03:51 +0000 2017,mercureikoyi,false,The comfortable Moorhouse Ikoyi offers accommodation in an upscale area of Lagos. Hosting guests in the commercial center of Lagos since 1999,859,78,222,0,"1 Bankole Oki Road, Ikoyi, Lagos, Nigeria",Mercure The Moorhouse Ikoyi,mercureikoyi,189,,http://bit.ly/2fOdfmg,false
"18.64082364,-33.97882909",Wed Apr 08 10:31:41 +0000 2020,hospitality coronafriendlyshopping corona lockdown,,http://www.hospitalitySA.com https://www.instagram.com/p/B-t3SYpJSSE/?igshid=1wrzewr2wrbqz,1,1247834494461190144,,,,en,"Cape Town, South Africa",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","LESS IS MORE #hospitality https://t.co/TfP5Qq4cbz #coronafriendlyshopping #corona #lockdown @ Capetown, Southafrica https://t.co/KOZUVog4Q6",https://twitter.com/hospitalityC34/status/1247834494461190144,Thu Sep 19 13:53:03 +0000 2019,hospitalityC34,false,@hospitalitySA.com 🇿🇦@hospitalityIN.com 🇮🇳 hospitality Management Co.,1433,61,164,0,Dubai City in the UAE,C34 Collection,hospitalityC34,1139,,http://www.hospitalitySA.com,false
"10.29021,53.51799",Wed Apr 08 08:14:40 +0000 2020,vapourtrail vapourtrails vaportrail vaportrails wohltorf hamburg,,https://www.instagram.com/p/B-tnmtVKp7m/?igshid=m60x2s2kq7mw,0,1247800011640827904,,,,en,"Wohltorf, Deutschland",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",New activity in times of corona  in the skies over wohltorf last night                                 #vapourtrail #vapourtrails #vaportrail #vaportrails #wohltorf #hamburg @ Wohltorf https://t.co/GnTzE6I9fh,https://twitter.com/AndrewKawalec/status/1247800011640827904,Sun Jul 13 15:57:11 +0000 2014,AndrewKawalec,false,,4,4,3,0,,Andrew,AndrewKawalec,129,,,false
"34.7667,32.0667",Wed Apr 08 09:07:56 +0000 2020,,,https://www.instagram.com/p/B-tttKmnlwW/?igshid=13bf0hic5ofjn,0,1247813414988075008,,,,en,ישראל,false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Blue is getting better. Not sure what she had. Could be Corona...😳 @ Tel Aviv, Israel https://t.co/7UdwyyVfQL",https://twitter.com/rzel/status/1247813414988075008,Wed May 13 10:45:55 +0000 2009,rzel,false,Kids and pets and rock'n'roll...,51,85,327,1,"TLV, IL",Ronen Zel,rzel,367,,https://www.facebook.com/ronen.zel,false
"-123.04986139,49.22826439",Wed Apr 08 09:04:05 +0000 2020,,,http://dlvr.it/RTNj0B,0,1247812447601213440,,,,en,"Vancouver, British Columbia",false,1,,,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","UTC -7 | ZH —   In millions of homes, children have questions about corona -- and some lessons for adults: And perhaps not surprisingly many want to beat up China .Parents across the country, and the world, are grappling with an unprecedented challenge… https://t.co/VweXUIhq4e",https://twitter.com/PairsonnalitesU/status/1247812447601213440,Tue Oct 26 15:04:54 +0000 2010,PairsonnalitesU,false,Asia — भारत  — Türkçe — Čeština — ελληνικά | Keeping up-to-date on global exclusion — Stigmabase is an internet non-profit Initiative,0,2511,2478,122,WORLDWIDE,Stigmabase | UN,PairsonnalitesU,1489780,,https://edu.stigmabase.org/,false
"28.5823,-20.1546",Wed Apr 08 07:26:39 +0000 2020,,,https://www.instagram.com/p/B-tiHTIAKRK/?igshid=177io9qtv8v8n,0,1247787927108612096,,,,en,"Bulawayo, Zimbabwe",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Those winning days!!!  Before corona @ Bulawayo, Zimbabwe https://t.co/tLosYzgH9c",https://twitter.com/Pumulasouthgun1/status/1247787927108612096,Mon Aug 12 15:54:35 +0000 2019,Pumulasouthgun1,false,"Football club playing under ZIFA junior league. Established 2015.. Based in Bulawayo ...NAC 2019 CHAMPIONS 

contact  details Brian Jiyane :+263775574879",1822,350,1213,0,"Bulawayo, Zimbabwe",PUMULA SOUTH GUNNERS FOOTBALL CLUB,Pumulasouthgun1,1325,,https://www.facebook.com/pumulasouth.gunnersfc.7,false
"-0.1280728,51.50806635",Wed Apr 08 09:00:56 +0000 2020,fountains fountain art artistsoninstagram artist artwork artoftheday artinlondon artworks artistic artistic statues statue london corona loveintimesofcorona lockdown water gallery,,https://www.instagram.com/p/B-ts54og4yi/?igshid=gdhydogqgr9v,0,1247811654483677185,,,,en,"London, England",true,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",#fountains #fountain love 🥰#art  #artistsoninstagram #artist #artwork #artoftheday #artinlondon #artworks #artistic #artistic #statues #statue #london #corona #loveintimesofcorona  #lockdown #water #gallery… https://t.co/a9lWTVgixJ,https://twitter.com/yiquai/status/1247811654483677185,Sun Nov 13 19:21:49 +0000 2011,yiquai,false,Gardener and Photographer,19595,3044,5002,117,City of London,Charles Pycraft,yiquai,36528,,http://www.pycraftgardening.co.uk,false
"78.6833,10.8167",Wed Apr 08 10:01:52 +0000 2020,stayhome covid19 corona,,https://www.instagram.com/p/B-tz4LMHj60/?igshid=8q4spng6ywd9,1,1247826989404360704,,,,en,"तिरुचिरापल्ली, भारत",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","•MOQ 5000 pieces- 33+ 3.50 per OHP sheet + Shipping at actuals + GST
•MOQ 10000 pieces- 29+ 3.50 per OHP sheet + Shipping at actuals + GST

We can commit atleast 2000 per day .

#stayhome #covid19 #corona @… https://t.co/eEwCtyb9sw",https://twitter.com/ProjectsMech/status/1247826989404360704,Thu Aug 03 15:04:10 +0000 2017,ProjectsMech,false,"Exhaustive platform for Students, Industries, and Startups to convert their ideas into Products",0,10,66,0,Tiruchi,Frigate,ProjectsMech,435,,http://www.frigate.co.in,false
"-86.78836,36.15201",Wed Apr 08 12:16:07 +0000 2020,,,https://www.instagram.com/p/B-uDPfJlRoU/?igshid=1a3mb4qp04vfz,0,1247860773755420672,,,,en,"Nashville, TN",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",*CORONA Viiiiruusss* We Going Live Around 8:30am.  Contests &amp; Conversations with the KSMS on Facebook &amp; Instagram @ 92Q https://t.co/6by1CFjwzG,https://twitter.com/kennysmoov/status/1247860773755420672,Sat Feb 21 04:34:27 +0000 2009,kennysmoov,false,Asia's Daddy/Vice Pres-Urban Formats-CUMULUS/92Q-PD/Morning Man /Westwood One Afternoon Drive/Blogger/Red Carpet Host/Mr. Nashville,1478,2768,825,54,Walking Towards Gethsemane,Kenny Smoov,kennysmoov,33299,,http://www.kennyonline.net,false
"134.2229,35.4917",Wed Apr 08 12:27:38 +0000 2020,japan oneegyaru gyaru gaijingyaru,,https://www.instagram.com/p/B-uEjdrDG1C/?igshid=t0nijp8r3a5r,0,1247863673995100162,,,,en,鳥取 鳥取市,false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",".
How's quarantine treating everyone? Seems like noone has corona in Tottori so far, but I keep mostly close to home... I'm lucky though to have a lot of nature to explore💗💗💗
.

#japan #oneegyaru #gyaru #gaijingyaru… https://t.co/yAKypYDvEW",https://twitter.com/EmixLea/status/1247863673995100162,Fri Nov 04 15:16:53 +0000 2011,EmixLea,false,"ℓ ơvєʚ♡ɞ Divorced💔Twins ʚ♡ɞ ℓ ơvє 🇮🇸Iceland♊️Japan🇯🇵 Fashion/Oneegyaru/Makeup/アイスランド/日本/双子/ファッション/ @PapillonPR109 Head, Model&Writer #平成ギャル",10728,1763,893,9,東京,🗝𝓔𝓶𝓲&𝓛𝓮𝓪🗝 ♕𝒫𝒶𝓅𝒾𝓁𝓁𝑜𝓃 𝒢𝒶𝓁𝓈♕,EmixLea,19317,,https://m.youtube.com/user/emixleamakeup,false
"32.5811,0.3136",Wed Apr 08 07:43:40 +0000 2020,,,https://www.instagram.com/p/B-tkEAJHghd/?igshid=1146vd3jmvv8n,0,1247792210055024640,,,,en,"Kampala, Uganda",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","CEO mpaka records aka @ykeebenda is willing to translate @hebobiwine Corona alert in kinyarwamda for the sum of $5000 as government announced @ Kampala, Uganda https://t.co/wZ4REZwjWI",https://twitter.com/Benosquare/status/1247792210055024640,Wed Dec 26 12:31:52 +0000 2012,Benosquare,false,"Welcome to the official Twitter channel of BenoSquare, where you can find everything that will satisfy your rush for music.Schedules, Top Charts & Lates 1 love!",1075,106,415,0,Kampala Uganda,Beno Square,Benosquare,4665,,http://www.benosquare.com,false
"6.68806359,6.20824332",Wed Apr 08 11:37:56 +0000 2020,,,https://www.instagram.com/p/B-t-3miF9P3/?igshid=mc5p21upduy2,0,1247851167155191808,,,,en,"Asaba, Nigeria",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","⁣
A lot of persons feel the world the coming to an end with the Corona Virus Pandemic and the 5G conspiratory theories feeling the air...⁣
⁣
I won't lie, I am legit scared, not because I feel the world is coming to… https://t.co/cMZSLYy5sK",https://twitter.com/Kessyjoe/status/1247851167155191808,Thu Aug 18 07:17:00 +0000 2011,Kessyjoe,false,"Asaba Makeup Artiste
Your number one beautipreneur
Blogger et Vlogger
God's Child",3,50,37,0,Nigeria,Josephine,Kessyjoe,628,,,false
"77.597645,12.971117",Wed Apr 08 07:29:46 +0000 2020,corona,,https://www.instagram.com/p/B-thtHmH-Bh/?igshid=19sue9xek3bvo,1,1247788713435779072,,,,en,"बैंगलुरु, भारत",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","SOUND ON 🔊
Memes instagram: Product Design Solution Case study
We all love Memes. Especially in the time of #corona, When social media content is being consumed massively. But getting these hidden links from private… https://t.co/9sHRYlutDn",https://twitter.com/atul_khola/status/1247788713435779072,Sun Jan 14 16:06:22 +0000 2018,atul_khola,false,"Goofing around since 24 years
I Design 🖥️  
I Lift 💪  
I Trek ⛰️  
I Hog 🍔  
I Pet 🐶  
NIFT Mumbai Graduate . 
#designdrug . 
https://t.co/H35cb8VaTF",2,18,89,0,"Mumbai, India",9867069236,atul_khola,128,,http://www.atulkhola.com,false
"7.1833,9.1833",Wed Apr 08 07:01:58 +0000 2020,,,https://www.instagram.com/p/B-tfE8zjQS5/?igshid=1md0i8va0og0x,0,1247781717277999116,,,,en,"Suleja, Nigeria",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Let me be mindful with the way we pronounce corona virus this a lesson i learnt
In my Area I was............bit by corona agent 😱😱😱😱😱
iamyungprince_ iam_youngson 
Video camera...... By 
@ndaman_ibrahim 
Direct… https://t.co/RjA3VLtE8a",https://twitter.com/Alaga_comedy/status/1247781717277999116,Thu Nov 01 11:30:07 +0000 2018,Alaga_comedy,false,"Nigerians🇳🇬 No:1 true Teller
E X T R A O D I N A R Y MAN
🙏I WAIT FOR MY TIME 🙏
ENTERTAINER AND COMEDIAN",535,120,312,0,Suleja Abuja,Alaga Comedy,Alaga_comedy,412,,https://www.youtube.com/channel/UCX62nAxT8PwzbIqq88M3j0A,false
"-122.41583333,37.77916667",Wed Apr 08 10:35:57 +0000 2020,,,https://www.instagram.com/p/B-t3qjrg5ET7QhV6DHFCOYrDwA0zF7B5dsp0-A0/?igshid=1kkxmgla8t5j6,0,1247835567905259522,,,,en,"San Francisco, CA",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Homeless in the age of corona. @ Civic Center, San Francisco https://t.co/8SR2AuxSy3",https://twitter.com/AndyThrelfall/status/1247835567905259522,Tue Aug 16 11:44:44 +0000 2011,AndyThrelfall,false,"Ex Reuters' Ed, http://, Diarist for the DM/MOS, BSc Politics. Post Grad in Journalism. Notting Hill, NEVER EVER FORGET GRENFELL💚 This fight defines us all now",124,534,451,23,Notting Hill ,Andrew Threlfall W11,AndyThrelfall,23186,,http://www.xcessallareas.co.uk,false
"-0.12809618,51.50905122",Wed Apr 08 08:57:25 +0000 2020,fountains fountain art artistsoninstagram artist artwork artoftheday artinlondon artworks artistic artistic statues statue london corona loveintimesofcorona lockdown water gallery,,https://www.instagram.com/p/B-tsgJKAxe4/?igshid=1rzmhku7yt0tq,0,1247810771678924807,,,,en,"London, England",true,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",#fountains #fountain love 🥰#art  #artistsoninstagram #artist #artwork #artoftheday #artinlondon #artworks #artistic #artistic #statues #statue #london #corona #loveintimesofcorona  #lockdown #water #gallery… https://t.co/kfkXrieRYA,https://twitter.com/yiquai/status/1247810771678924807,Sun Nov 13 19:21:49 +0000 2011,yiquai,false,Gardener and Photographer,19595,3044,5002,117,City of London,Charles Pycraft,yiquai,36528,,http://www.pycraftgardening.co.uk,false
"-0.2191705,51.4685906",Wed Apr 08 11:09:21 +0000 2020,,,https://www.londonrc.org.uk/rowing-news/2020/4/8/letter-from-the-chairman-helping-our-membership-during-the-corona-crisis,2,1247843973126856704,,,,en,"Wandsworth, London",false,0,,,"<a href=""http://www.squarespace.com"" rel=""nofollow"">Squarespace</a>",Letter from the Chairman Helping our membership during the Corona Crisis  https://t.co/ZsAvljhIhy,https://twitter.com/TheRealLondonRC/status/1247843973126856704,Mon Jul 26 10:28:12 +0000 2010,TheRealLondonRC,false,Established in 1856. The Tideway's Home of High Performance Rowing. Interested in joining? https://t.co/m5XAMOSnLW,1876,3594,627,58,"Putney, London.",London RC,TheRealLondonRC,1381,,http://www.londonrc.org.uk,false
"91.70811213,27.53009785",Wed Apr 08 10:33:32 +0000 2020,MakkiRoti AluPyāj DesiGhee LalMirchTadka Corona,,https://www.instagram.com/p/B-t3f9ojxtJ/?igshid=bea8dwvg0u3n,0,1247834957143212033,,,,en,,false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",#MakkiRoti &amp; #AluPyāj sabji made with whole spices &amp; #DesiGhee. Curry poured over the Roti makes it more juicy and soft. #LalMirchTadka in Ghee gives good flavour and colour without making us ver hot. #Corona… https://t.co/CwqmqxmvCl,https://twitter.com/_anilbahl/status/1247834957143212033,Tue Jul 28 03:34:17 +0000 2009,_anilbahl,false,"Joy Is My Nature, Who m I? Sanyāsi. Art Of Living",4345,3077,300,52,"EMRS Lumla, Tawang. AP, India",Anil Bahl अनिल बहल 💞🔱,_anilbahl,19810,,http://www.facebook.com/anilbahl.net,false
"29.90976334,31.20215691",Wed Apr 08 11:52:02 +0000 2020,,,https://www.instagram.com/p/B-uAfJzAqm6I2xGHa89myiomPldBc0C6wjhF6E0/?igshid=f4wzg4gix0rx,0,1247854714835931136,,,,en,"الأسكندرية, مصر",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",Bed to kitchen to bathroom and back to bed is the routine @ Corona كورونا https://t.co/PEvacUmTNv,https://twitter.com/yoppiedani/status/1247854714835931136,Tue Aug 20 11:56:13 +0000 2013,yoppiedani,false,🖤,2474,293,210,0,unknown,739-036-232,yoppiedani,4909,,http://instagram.com/yoppiedani,false
"3.9167,7.3964",Wed Apr 08 09:36:44 +0000 2020,,,https://www.instagram.com/p/B-tw_4tDnZ5/?igshid=108aqgzrkl0ss,0,1247820664456777728,,,,en,"Ibadan, Nigeria",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","To Order call:08072022447
Send a DM on WhatsApp:08153851749
Increase in general price level of goods
Cause:Dollar rise and corona virus pandemic
NB: we won’t make us of the opportunity to exploit our customers… https://t.co/AePHk4Wz3p",https://twitter.com/OladejoRokeeb/status/1247820664456777728,Wed Mar 27 16:47:16 +0000 2019,OladejoRokeeb,false,"I Sell UK used to and brand New iPhone and Samsung
I sell series watches
I have the best rate for bitcoin and gift cards https://t.co/nEBD5Kt4gA",3057,206,198,1,,Coze__Store,OladejoRokeeb,1125,,,false
"-0.131,51.513",Wed Apr 08 09:29:01 +0000 2020,soho business delivery restaurants love art artistsoninstagram artist artwork artoftheday artinlondon artworks artistic artistic statues statue london corona,,https://www.instagram.com/p/B-twHhCge63/?igshid=11kkgmo5poteb,0,1247818720929513474,,,,en,"London, England",true,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",#soho one of the few #business #delivery deliveroo #restaurants #love 🥰#art  #artistsoninstagram #artist #artwork #artoftheday #artinlondon #artworks #artistic #artistic #statues #statue #london #corona… https://t.co/XhQOmH6ooZ,https://twitter.com/yiquai/status/1247818720929513474,Sun Nov 13 19:21:49 +0000 2011,yiquai,false,Gardener and Photographer,19595,3044,5002,117,City of London,Charles Pycraft,yiquai,36528,,http://www.pycraftgardening.co.uk,false
"34.7667,32.0667",Wed Apr 08 07:46:48 +0000 2020,,,https://www.instagram.com/p/B-tka73H_LdwrabRVf3sKqkT6gPFg4xAOwj8cU0/?igshid=1l1sklevld89o,0,1247792997699170304,,,,en,ישראל,false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Today is Corona Pessach 2020 in Tel Aviv Israel. Happy Passover  - Don’t forget your masks. If need one borrow from her 😂 @ Tel Aviv, Israel https://t.co/2ZPqjmVjJM",https://twitter.com/tzachiaknin/status/1247792997699170304,Fri Mar 12 12:21:55 +0000 2010,tzachiaknin,false,tzachi.aknin@gmail.com +972544236604 What's up & Viber. Skype name: tzachi.aknin,3707,179,1019,5,Israel,העם,tzachiaknin,6967,,http://www.tiud.co.il,false
