coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,retweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_screen_name,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
"35.47292898,33.89371728",Sun Apr 12 06:36:14 +0000 2020,stayhome workfromhome staysafe corona CMBarabia imageconsultants,,https://www.instagram.com/p/B-3vhiuJkQw/?igshid=1re0aoubyyn5x,0,1249224792164708352,,,,en,لبنان,false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Getting dressed in the morning is the key to a successful day at home..
#stayhome #workfromhome #staysafe #corona 🦠

For booking a consultation online 
DM/ cmbarabia@gmail.com 
#CMBarabia #imageconsultants… https://t.co/ZxF2chAHHJ",https://twitter.com/AliaAlMonla/status/1249224792164708352,Mon Feb 13 17:24:11 +0000 2012,AliaAlMonla,false,Certified Personal/Corporate Image Consultant | Executive Image & Business Etiquette Coaching | Personal Branding,3980,368,640,30,Middle East,CMBarabia,AliaAlMonla,4624,,http://www.cmbarabia.com,false
"6.9667,50.95",Sun Apr 12 06:25:17 +0000 2020,stayathome,,https://www.instagram.com/p/B-3uK_nBoWW/?igshid=18hvi6gysyv1j,1,1249222037983440896,,,,en,"Köln, Deutschland",true,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","I wish Corona days was over
#stayathome @ Cologne, Germany https://t.co/FC7WP5JCyo",https://twitter.com/jo_schwerk/status/1249222037983440896,Fri Apr 10 16:44:06 +0000 2009,jo_schwerk,false,Setz mal ne größere Brille auf!,386,76,587,1,"Nordrhein-Westfalen, Deutschland",Jo Schwerk,jo_schwerk,593,,https://www.instagram.com/joschwer,false
"72.97784762,19.19880827",Sun Apr 12 07:29:11 +0000 2020,,,https://www.instagram.com/p/B-31lVED88Y/?igshid=10vgq6ij6l1ql,0,1249238115337883649,,,,en,"ठाणे, भारत",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","We are not here just to kill the virus, we are here to kill the viral thought inside your head. We are here to heal, we are here to make you feel the warmth admist this chaos. Just love the vibe my Dedicated Corona… https://t.co/PboKNRylAU",https://twitter.com/mesagarjoshi/status/1249238115337883649,Sun Jan 03 08:29:17 +0000 2010,mesagarjoshi,false,Founder of Moksh (World's First Marathi Rock Band) l Music Producer l Medico l BassLife,13,209,156,11,Thane,Sagar Joshi,mesagarjoshi,1369,,http://www.facebook.com/mokshindia,false
"85.81895,19.80201",Sun Apr 12 08:55:26 +0000 2020,,,https://www.instagram.com/p/B-3_dHJHQbG/?igshid=zibvdls7zsd7,0,1249259823746748416,,,,en,"पुरी, भारत",true,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","National Art Competition || COVID-19
AWARENESS CAMPAIGN'S
Students artist -: Adyasha  priyadarshini mishra
Title --: corona awarness
Medium :- pastel colour
size -: A3
Prize-:@
Address :-Blessed sacrament High School… https://t.co/kh3qDymxNY",https://twitter.com/kalabindu/status/1249259823746748416,Thu Mar 08 11:53:28 +0000 2018,kalabindu,false,"Welcome to Kalabindu
Problem and Solution for every artist. A place to promote your art and to expand your reach to millions people worldwide.🙂🙂🙂🙂🙂🙂",18,69,1024,0,"Bhagalpur,bihar,India",kalabindu,kalabindu,369,,http://www.kalabindu.com,false
"-73.94004722,40.79795556",Sun Apr 12 05:47:58 +0000 2020,turtlewuzhere nyphotographer nyc photographer pentax film filmphotography potd quarantine series corona virus blackandwhite instapic photography instadaily kodak,,https://www.instagram.com/p/B-3qAAYlF3g/?igshid=1tqz4uzqwwm72,0,1249212645250600965,,,,en,"Manhattan, NY",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","DEVELOPED MY 1ST ROLL OF FILM!! 
•
•
#turtlewuzhere #nyphotographer #nyc #photographer #pentax #film #filmphotography #potd #quarantine #series #corona #virus #blackandwhite #instapic #photography #instadaily #kodak… https://t.co/yNNZT8BEqg",https://twitter.com/Turtle0193/status/1249212645250600965,Tue Jul 19 11:53:17 +0000 2011,Turtle0193,false,#turtlewuzhere #photographer,1457,183,1536,15,"Brooklyn, NY",Turtle,Turtle0193,3917,,https://www.instagram.com/turtle718/,false
"22.9375,-30.5595",Sun Apr 12 07:48:41 +0000 2020,CovidSouthAfrica,,https://corona-scanner.com/country/south-africa,0,1249243026515427328,neilellis,1249243025357799400,14292054,en,South Africa,false,0,,,"<a href=""http://google.com"" rel=""nofollow"">t_client_cli_neilellis</a>","🇿🇦 South Africa

10 day forecast of 37 dead. This wave may last 173 days and see 11,589 cases and 162 deaths. Cases double every 21.3 days.

📈: https://t.co/iyAEH3I9r1

🕗 12/04 #CovidSouthAfrica

3/4",https://twitter.com/neilellis/status/1249243026515427328,Thu Apr 03 10:13:37 +0000 2008,neilellis,false,"I am a computer programmer, who also spends a lot of time on his allotment.

The end of the world, is not the end of the world.",32584,552,260,60,UK,Neil Ellis,neilellis,34706,,,false
"-0.0767996,50.96651693",Sun Apr 12 08:19:06 +0000 2020,coronavirus corona china virus wuhan covid19 viruscorona memes love meme coronavirusoutbreak covid_19 wuhanvirus instagram news funny,,https://www.instagram.com/p/B-37S_nFNUd/?igshid=13q3yq7muz9rv,0,1249250679937478656,,,,en,"South East, England",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Lockdown! Isolation reflecting the outside world. •
•
•
•
•
#coronavirus #corona #china #virus #wuhan #covid19 #viruscorona #memes #love #meme #coronavirusoutbreak #covid_19 #wuhanvirus #instagram #news #funny… https://t.co/79DKiHEgjU",https://twitter.com/MartinStapleton/status/1249250679937478656,Thu Nov 13 14:05:06 +0000 2008,MartinStapleton,false,Aging New Romantic,315,227,397,12,"Hove, United Kingdom",MartinStapleton,MartinStapleton,6083,,,false
"112.5,2.5",Sun Apr 12 07:38:53 +0000 2020,CovidMalaysia,,https://corona-scanner.com/country/malaysia,0,1249240556795985921,neilellis,1249240555592302600,14292054,en,"Bahagian Sibu, Sarawak",false,0,,,"<a href=""http://google.com"" rel=""nofollow"">t_client_cli_neilellis</a>","🇲🇾 Malaysia

10 day forecast of 114 dead. This wave may last 84 days and see 14,403 cases and 202 deaths. Cases double every 21.2 days.

📈: https://t.co/2Wyph5TdM7

🕗 12/04 #CovidMalaysia

3/4",https://twitter.com/neilellis/status/1249240556795985921,Thu Apr 03 10:13:37 +0000 2008,neilellis,false,"I am a computer programmer, who also spends a lot of time on his allotment.

The end of the world, is not the end of the world.",32584,552,260,60,UK,Neil Ellis,neilellis,34706,,,false
"12.7356,53.3078",Sun Apr 12 05:40:30 +0000 2020,,,https://www.instagram.com/p/B-3pJKWlLn4/?igshid=c1snj01yire0,0,1249210764868620288,,,,en,"Lärz, Deutschland",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Cocaine Piss at Fusion Festival, our last show after a weird but amazing 2month long run of shows. I would have woken up with them in Sofia, Bulgaria today, if the Corona situation wouldn't have happened. @ Fusion… https://t.co/xFVIpHdnXI",https://twitter.com/TomRoelofs/status/1249210764868620288,Wed Jan 14 15:27:20 +0000 2009,TomRoelofs,false,"Music documentary photographer. I used to be: 'currently on tour'.

Tweets come with 'free of charge' spelling mistakes",8962,1699,327,76,Europe,Tom Roelofs,TomRoelofs,40545,,http://www.tomroelofs.com,false
"-80.1253,40.6768",Sun Apr 12 05:31:49 +0000 2020,,,http://untp.beer/s/c886094060,0,1249208582354190336,,,,en,"Fernway, PA",false,0,,,"<a href=""https://untappd.com"" rel=""nofollow"">Untappd</a>",I really need limes - Drinking a Corona Extra by @GrupoModelo_MX @ Death Star  — https://t.co/frJlirvojo,https://twitter.com/JerseyJohnnyF/status/1249208582354190336,Mon Jul 27 04:44:49 +0000 2009,JerseyJohnnyF,false,"Die hard Yankees, Devils, and Giants fan as well as a die hard wrestling fan.",170,72,862,9,,Johnny F,JerseyJohnnyF,8091,,,false
"4.4752,51.9235",Sun Apr 12 10:21:56 +0000 2020,realistictattoo realism wallsandskin,,https://www.instagram.com/p/B-4JWllFvhm/?igshid=134sprlegr8xg,0,1249281589932175361,,,,en,"Rotterdam, Nederland",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","100% healed on Freek. Looking for a tattoo like this? Book a tattoo with me or come over for a free consult. I hope this corona thing is over soon. I need to tattoo!!!!

#realistictattoo #realism #wallsandskin… https://t.co/YbV9kVRGtd",https://twitter.com/petor76/status/1249281589932175361,Mon Feb 16 07:54:04 +0000 2009,petor76,false,"Into graffiti and tattooing at walls and Skin based in Amsterdam, Rotterdam, In the brewery of Bavaria in Lieshout, Middelharnis and Zandvoort.",174,744,578,23,"iPhone: 48.819218,2.338055",Peter van der Helm,petor76,8678,,http://www.wallsandskin.com,false
"8.21413,48.13645",Sun Apr 12 07:36:26 +0000 2020,Nature Adventure Forest,,https://www.instagram.com/p/B-32ac5g4GV/?igshid=tezv0zej327i,0,1249239943622340608,,,,en,"Schonach im Schwarzwald, Deutschland",true,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Roland and Angie on tour #Nature go, #Adventure in the #Forest, admire, consciously look at what surrounds you, take a deep breath, respect nature, see things you would never have noticed before Corona because you… https://t.co/ycRKf3p94a",https://twitter.com/CLUBDIVAPRIEST/status/1249239943622340608,Tue Oct 13 12:33:05 +0000 2009,CLUBDIVAPRIEST,false,"Resident K-Beach / Radio MGR LONDON / Start Dj as Actor since 1985 Producer/Komparse, Actor Club,/ Privat Event & Sound & Light Equipment",409,372,2380,8,"Offenburg, Deutschland",DJ PRIEST ( Rolli ),CLUBDIVAPRIEST,9777,,https://www.mixcloud.com/rolli-baron-boomer/,false
"6.325381,4.933728",Sun Apr 12 09:40:50 +0000 2020,new,,https://www.instagram.com/p/B-4EpjznN8e/?igshid=1icocmjjmlzbj,0,1249271249865445377,,,,en,"Okaka, Nigeria",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","#new comedy skit
   Corona virus part 2(the test )
Please participate
Please subscribe to my YouTube channel@mr soft comedy house @ Federal Medical Centre,Yengoa. https://t.co/Tp9eiFDQ8w",https://twitter.com/ephraimcorneli1/status/1249271249865445377,Sat Jun 15 11:56:45 +0000 2019,ephraimcorneli1,false,"I'm a comedian of the federal republic of Nigeria, I'm into comedy videos,stage play",12,1,14,0,Nigeria,callme_mr_soft,ephraimcorneli1,37,,http://www.mrsoftcomedyhouse.com,false
"-117.25821,32.84067",Sun Apr 12 06:08:25 +0000 2020,postbrand ads lajolla california corona,,https://www.instagram.com/p/B-3sV-UjSEy/?igshid=1wvouul4zzjmc,2,1249217793024765952,,,,en,"San Diego, CA",false,1,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",There are signs everywhere #postbrand #ads #lajolla #california #corona @ La Jolla https://t.co/dYmvFebXDt,https://twitter.com/buenavidanation/status/1249217793024765952,Tue Feb 17 16:01:23 +0000 2009,buenavidanation,false,Rants on a #postbrand nation,178,380,1426,19,"Los Angeles, CA",Buena Vida Nation,buenavidanation,7056,,http://buenavidanation.com,false
"9.24637299,48.43039411",Sun Apr 12 06:05:31 +0000 2020,Nature Adventure Forest,,https://www.instagram.com/p/B-3sAk6ANma/?igshid=1pgk53loax1ki,0,1249217063262072832,,,,en,"Lichtenstein, Deutschland",true,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Roland and Angie on tour #Nature go, #Adventure in the #Forest, admire, consciously look at what surrounds you, take a deep breath, respect nature, see things you would never have noticed before Corona because you… https://t.co/vYXesxiW1l",https://twitter.com/CLUBDIVAPRIEST/status/1249217063262072832,Tue Oct 13 12:33:05 +0000 2009,CLUBDIVAPRIEST,false,"Resident K-Beach / Radio MGR LONDON / Start Dj as Actor since 1985 Producer/Komparse, Actor Club,/ Privat Event & Sound & Light Equipment",409,372,2380,8,"Offenburg, Deutschland",DJ PRIEST ( Rolli ),CLUBDIVAPRIEST,9777,,https://www.mixcloud.com/rolli-baron-boomer/,false
"7.75,48.5833",Sun Apr 12 07:20:11 +0000 2020,,,https://www.instagram.com/p/B-30i50CBAf/?igshid=1ilns7yl2ekn8,0,1249235851877416962,,,,en,"Strasbourg, France",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Cauchemars || 💟#Confinement#Jour27#France#Alsace#Virus#Corona#Covid19#Avril#2020#Paques#Coronavirus#Morning#Sunday#Dreamcatcher#Dream#Night#Sommeil#Sleep#Sun#Spring à Strasbourg, France https://t.co/c8L1JaMguk",https://twitter.com/LilyAlyss/status/1249235851877416962,Fri Oct 08 19:33:57 +0000 2010,LilyAlyss,false,,931,171,700,5,"Strasbourg, France",AJ’s,LilyAlyss,30068,,http://aj-rock.skyrock.com/,false
"78.378071,17.455135",Sun Apr 12 08:41:05 +0000 2020,yes corona quarantine lockdown whatsapp,,https://www.instagram.com/p/B-39z6gJODn/?igshid=1fj9ue4lmddaj,0,1249256209397329921,,,,en,"Rajendra Nagar, India",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",#yes #corona ##quarantine #lockdown odia_adult #whatsapp📲 @ Hyderabad High-tech City https://t.co/INUAMqgiax,https://twitter.com/Debasis10133252/status/1249256209397329921,Thu Jul 26 07:21:34 +0000 2018,Debasis10133252,false,"Introduce yourself. Say hello to prospective followers by telling them what you do.
love to watch #tmkoc
die heart of @imsrk
avlable on Insta as @debasis rout",333,12,221,0,"balasore,odisha,india",Debasis Rout,Debasis10133252,35,,,false
"0.5498,51.3792",Sun Apr 12 09:14:48 +0000 2020,,,https://www.instagram.com/p/B-4Bq3kpgvl/?igshid=1dubjfbojnv49,1,1249264695585931266,,,,en,"Gillingham, England",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Huds thought an Easter Egg hunt wouldnt happen due to the corona virus but of course it was going to happen!

After he had an epic lay in, he found his chocolate treasure and gave me his best piss taking thumbs up… https://t.co/4Qn6C1pj8e",https://twitter.com/Amazon24Fitness/status/1249264695585931266,Sat May 16 10:05:21 +0000 2009,Amazon24Fitness,false,"Owner @amazon24Fitness Personal Trainer, MSc Strength & Conditioning Coach, Group Fitness, Sports Person, Writer and Mum...Join the Amazon24 revolution!",207,155,377,5,"Medway, Kent",Mel Young,Amazon24Fitness,1019,,http://www.amazon24fitness.com,false
"39.57451,-4.28891",Sun Apr 12 09:38:10 +0000 2020,happyeaster stayhome covid corona washyourhands quarantine curfew lockdown,,https://www.instagram.com/p/B-4EGIUlv70/?igshid=dhul23fyvznw,0,1249270578508369923,,,,en,"Coast, Kenya",true,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Easy Sunday fam 

#happyeaster #stayhome #covid #corona #washyourhands #quarantine #curfew #lockdown @ Diani/Ukunda https://t.co/j6szz7vN5A",https://twitter.com/bandanahmiqassa/status/1249270578508369923,Sun Jul 21 13:40:52 +0000 2013,bandanahmiqassa,false,Official Twitter Account Of Musical Artiste MOHAMMED MIQASSA | East Africa 🇹🇿🇰🇪 | United Kingdom 🇬🇧bookbandanah@gmail.com,10795,6799,0,15,"EAST AFRICA, WORLDWIDE",NDANAH MIQASSA,bandanahmiqassa,22822,,https://youtu.be/0uu8AzxGmeI,false
"4.32632,51.11395",Sun Apr 12 08:35:17 +0000 2020,CameraWorks Becausewecam easter corona covid_19 eggs bunny showreel videoproducer videoproductions video director editor editing motiongraphics musicvideo music filming,,https://www.instagram.com/p/B-39JTXAhVu/?igshid=1vbfw5vahljqn,0,1249254751126110208,,,,en,"Schelle, België",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","❌ Happy Easter ❌👀📽🎬🐰
#CameraWorks #Becausewecam #easter #corona #covid_19 #eggs #bunny #showreel #videoproducer #videoproductions #video #director #editor #editing #motiongraphics #musicvideo #music #filming… https://t.co/m5SVnJHNXT",https://twitter.com/cameraworks_vid/status/1249254751126110208,Fri Jan 27 12:10:58 +0000 2012,cameraworks_vid,false,"Because we cam...
Creating (TV)commercials, music videos, corportate movies,...",160,72,140,1,Niel,CameraWorks,cameraworks_vid,492,,http://www.cameraworks.be,false
"75.85,30.9",Sun Apr 12 06:58:05 +0000 2020,entrepreneur mindset learning growth lockdown corona workhard motivation learn grow sunday vibes success workholics workation,,https://www.instagram.com/p/B-3xvWpHoT-/?igshid=1902igbtb99vr,2,1249230289198604289,,,,en,"लुधियाना, भारत",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Make the most of the lockdown time. I need to temper my temper.
#entrepreneur #mindset #learning #growth #lockdown #corona #workhard #motivation #learn #grow #sunday #vibes #success #workholics #workation @… https://t.co/kXFAC41GIw",https://twitter.com/IndranshG/status/1249230289198604289,Mon Nov 30 14:57:31 +0000 2009,IndranshG,false,Digital Marketing Strategist | Online Business Development Expert | Helping Brands develop right Web & Mobile Identity |,4301,11865,5149,287,"Ludhiana, Punjab",Indransh Gupta,IndranshG,13237,,https://www.linkedin.com/in/indranshg/,false
"72.6167,23.0333",Sun Apr 12 07:06:49 +0000 2020,StayHomeIndia corona,,https://www.instagram.com/p/B-3zBr1HaqZ/?igshid=ciqhtnj13lo9,0,1249232488976846849,,,,en,"Ahmadabad City, India",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Avoid touching your eyes, nose and mouth.

#StayHomeIndia 
#corona @ Ahmedabad, India https://t.co/aOnz3G0Ffj",https://twitter.com/ahirharshad07/status/1249232488976846849,Sun Feb 01 10:18:57 +0000 2015,ahirharshad07,false,"Digital Marketing Consultant.

I Teach People How To Get Business
Help With Online Mediums. 😀",21327,324,2503,0,"Ahmadabad City, India",Ahir Harshad,ahirharshad07,6869,,https://www.ahirharshad.com,false
"5.2913,52.1326",Sun Apr 12 07:40:18 +0000 2020,CovidNetherlands,,https://covid19.healthdata.org/netherlands https://corona-scanner.com/country/netherlands,0,1249240912716234752,neilellis,1249240911344808000,14292054,en,"Soest, Nederland",false,0,,,"<a href=""http://google.com"" rel=""nofollow"">t_client_cli_neilellis</a>","🇳🇱 Netherlands

10 day forecast of 4,740 dead.  Cases double every 12.2 days.

🏥: https://t.co/X87cBlLort
📈: https://t.co/oDNOGqlzMY

🕗 12/04 #CovidNetherlands

3/4",https://twitter.com/neilellis/status/1249240912716234752,Thu Apr 03 10:13:37 +0000 2008,neilellis,false,"I am a computer programmer, who also spends a lot of time on his allotment.

The end of the world, is not the end of the world.",32584,552,260,60,UK,Neil Ellis,neilellis,34706,,,false
