coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,retweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_screen_name,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
"5.74093,50.87858",Sun Apr 12 23:05:18 +0000 2020,fotonique_ nicobastens documentaryphotography candid photography photojournalism coronavirusnederland corona,,https://www.instagram.com/p/B-5gtrclZEX/?igshid=mb935fyg8jar,1,1249473696928083971,,,,en,"Meerssen, Nederland",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Stay home and beat an Easter egg ...⁣

© fotonique | Nico Bastens Photography ⁣⁣
⁣⁣
#fotonique_ ⁣⁣
#nicobastens ⁣⁣
#documentaryphotography #candid #photography #photojournalism #coronavirusnederland #corona… https://t.co/Z0B3KlngAV",https://twitter.com/fotonique/status/1249473696928083971,Thu Jun 24 07:59:22 +0000 2010,fotonique,false,Autonomous Photographer & Financial,17,34,53,1,"Meerssen, Netherlands",Nico Bastens,fotonique,246,,http://www.fotonique.nl,false
"85.33342838,27.67172761",Sun Apr 12 22:25:15 +0000 2020,happynewyear nepalinewyear2077 stayhome staysafe corona covid,,https://www.instagram.com/p/B-5cIfFFEka/?igshid=1az0iop6obtu1,0,1249463619970007041,,,,en,Nepal,false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Happy new Year 2077! 
#happynewyear #nepalinewyear2077 #stayhome #staysafe #corona #covid @ International Standard Icon-ISI NEPAL https://t.co/O5jk4CW2PM",https://twitter.com/ISINEPAL/status/1249463619970007041,Sun Jul 06 12:29:33 +0000 2014,ISINEPAL,false,"International Standard Icon-ISI NEPAL, A Top-Leading Professional Management& Development Training &Consultation Providing Organization for the last Decade.",196,223,119,1,"Kathmandu,Nepal",ISI NEPAL,ISINEPAL,915,,http://www.isinepal.com,false
"-74.3576,40.718",Sun Apr 12 20:51:13 +0000 2020,,,https://www.instagram.com/p/B-5RXmKAleb/?igshid=75q4cfrfbr9e,1,1249439954058395648,,,,en,"Summit, NJ",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Current situation: Mason is 100% over my excessive corona dog walks (as are the non-fur children)...currently still on the side of the road.  Send a tent? 🤦🏻‍♀️🐶🤪 @ Summit, New Jersey https://t.co/JQCDPKquvT",https://twitter.com/jjacobson27/status/1249439954058395648,Mon Apr 20 18:08:25 +0000 2009,jjacobson27,false,"Mom, corporate insurance attorney, foodie, traveler, doesn't settle (outside of work).",20098,235,2807,3,"Summit, NJ",Jennifer Jacobson,jjacobson27,2255,,,false
"-71.1106,42.3737",Sun Apr 12 20:20:49 +0000 2020,DailyFunnies imagine imagination imagines imaginaryfriend imaginaryfriends TheRona aka Corona,,https://www.instagram.com/p/B-5N43jHW8n/?igshid=3dvw4lhzqgo2,0,1249432305933918208,,,,en,"Cambridge, MA",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Follow @DaddyDaughterTi for #DailyFunnies
👆🏾ClickFollow &amp;/or a “😂”👆🏾 
.
#imagine #imagination #imagines #imaginaryfriend #imaginaryfriends 
.
Upcoming Shows:
-They are normally posted here but #TheRona #aka #Corona… https://t.co/Msjja17QTn",https://twitter.com/MrPhilStrick/status/1249432305933918208,Thu Mar 12 12:49:14 +0000 2009,MrPhilStrick,false,"The MrPhilStrick is understood to be constrained by his world view, & is left w/ no choice but2take recourse in ruses to engender v/dramatic irony provoking,Ha.",15334,509,1012,7,Buckeye country,Phil Strickland,MrPhilStrick,14759,,http://facebook.com/mrphilstrick,false
"5.1527,7.29539",Sun Apr 12 21:00:32 +0000 2020,,,https://www.instagram.com/p/B-5Sb6WJAfn/?igshid=d1sat2m9liqd,3,1249442301832806401,,,,en,"Akure, Nigeria",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","With The Hon. @nairabet Before Corona sent us into our homes. @ Old Trafford, Manchester United https://t.co/t0XvXeshjn",https://twitter.com/ubifranklin1/status/1249442301832806401,Tue Jun 24 20:17:47 +0000 2008,ubifranklin1,false,"Father, Mentor, Investor, Christ Advocate. Special Adviser Tourism To Governor Ben Ayade Instant Apartment Made Men Music Group #talkswithubifranklinlive",112,31016,4614,50,Lagos,ubi Franklin ofem,ubifranklin1,31278,,http://www.instantapartment.com,false
"44,33",Sun Apr 12 23:14:39 +0000 2020,CovidIraq,,https://corona-scanner.com/country/iraq,0,1249476049517391872,neilellis,1249476047579611100,14292054,en,Iraq,false,0,,,"<a href=""http://google.com"" rel=""nofollow"">t_client_cli_neilellis</a>","🇮🇶 Iraq

10 day forecast of 130 dead. This wave may last 107 days and see 18,693 cases and 262 deaths. Cases double every 21.9 days.

📈: https://t.co/f9Dx614l0g

🕛 13/04 #CovidIraq

3/4",https://twitter.com/neilellis/status/1249476049517391872,Thu Apr 03 10:13:37 +0000 2008,neilellis,false,"I am a computer programmer, who also spends a lot of time on his allotment.

The end of the world, is not the end of the world.",32581,552,260,60,UK,Neil Ellis,neilellis,34705,,,false
"-84.3889,33.7566",Sun Apr 12 20:26:50 +0000 2020,Corona Immune Health Mindfullness AntiVirus Bodyhealth,,https://www.instagram.com/p/B-5Of5HlmMd/?igshid=19qoyt8j9w9n2,1,1249433820920713226,,,,en,"Atlanta, GA",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","God blessed me &amp; hopefully this contributes to your health journey. No worries but I am virus paranoid about 13,000+ people dying around me in the US. #Corona #Immune #Health #Mindfullness #AntiVirus #Bodyhealth… https://t.co/eNPuUsx14Q",https://twitter.com/saywhatiwant91/status/1249433820920713226,Tue Sep 20 18:19:52 +0000 2011,saywhatiwant91,false,Hello people stop by my site and share #Iechedels #Iechedelsmarketplace,10707,7457,5626,28,"Atlanta, GA",Tree Tree 🌴,saywhatiwant91,45593,,http://www.iechedels.me,false
"-3.1827601,55.9494029",Sun Apr 12 20:14:59 +0000 2020,stayathome staysafe savelives easter cherryblossom edinburgh weekend lockdown spring corona,,https://www.instagram.com/p/B-5NOGfhlRg/?igshid=1o3asbf33wuu7,1,1249430835557806081,,,,en,"Edinburgh, Scotland",false,1,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","The cheery trees and white cherry blossoms in this Easter weekend after the 'Virtual Field Trip'🌸🇬🇧🏴󠁧󠁢󠁳󠁣󠁴󠁿☀️

#stayathome #staysafe #savelives #easter #cherryblossom #edinburgh #weekend #lockdown #spring #corona… https://t.co/aEn9zd1zAc",https://twitter.com/johannnindito/status/1249430835557806081,Tue Jun 23 03:58:16 +0000 2009,johannnindito,false,"@Cheveningfco Scholar. Analyst, interpreter, translator. Reading, writing, running, cycling, trekking, music, photography, traveling, nature, culture. 😺person.",581,619,724,19,"Edinburgh, UK",Dito Adisuryo,johannnindito,21157,,http://www.linkedin.com,false
"4.45493881,51.90647083",Sun Apr 12 21:26:15 +0000 2020,danzig 7thhouse danzigsingselvis concert iloveglenndanzig,,https://www.instagram.com/p/B-5VYUEguh2/?igshid=3iewq3fe3vl8,0,1249448771538354178,,,,en,"Rotterdam, Nederland",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",Cant wait! Hoping to see danzig_7thhouse in Cologne. So this corona shit needs to go away. Last time i saw Danzig play was years ago in Tilburg!🤘🤘 #danzig #7thhouse #danzigsingselvis #concert #iloveglenndanzig… https://t.co/dBRLoNCKTI,https://twitter.com/MarizVoesenek/status/1249448771538354178,Wed Feb 18 22:01:33 +0000 2009,MarizVoesenek,false,And when we whisper our last goodbyes I know it's serious......,18,1090,1612,28,Little Red,Littlered.rocks,MarizVoesenek,9254,,,false
"174,-42",Sun Apr 12 21:09:08 +0000 2020,corona coronamemes quarantine mood life stayhome peace love bored,,https://www.instagram.com/p/B-5Ta8iHigi/?igshid=2pfxsw5lrh8g,0,1249444466164928512,,,,en,"Kaikoura District, New Zealand",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","My mood during Quarantine 
#corona #coronamemes #quarantine #mood #life #stayhome #peace #love #bored @ New Zealand https://t.co/tQ5vQn1INH",https://twitter.com/Melsyte/status/1249444466164928512,Thu Jul 14 02:57:47 +0000 2011,Melsyte,false,Lets all just pretend that this is a very clever bio.,1517,52,76,1,"Auckland, New Zealand",Firoze Khan,Melsyte,927,,https://twitter.com/Melsyte,false
"-0.0727,51.5705",Sun Apr 12 22:10:27 +0000 2020,stpotd potrait youandme corona homelife athome notgoingout stamfordhill,,https://www.instagram.com/p/B-5acCeHaB3/?igshid=16tceru6bw66l,0,1249459896816488450,,,,en,"Hackney, London",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",How we live now #stpotd #potrait #youandme #corona #homelife #athome #notgoingout #stamfordhill @ Stamford Hill https://t.co/h4K430HgTB,https://twitter.com/STPictures/status/1249459896816488450,Sat Aug 10 09:24:08 +0000 2013,STPictures,false,"This is The Sunday Times Newspaper Picture Desk, tweeting things that catch our eye during the week. If we had any opinions, they would be our own.",30342,13655,3717,366,Instagram @STStories,SundayTimesPictures,STPictures,12438,,http://www.thesundaytimes.co.uk,true
"-118.2445,34.0564",Sun Apr 12 20:44:03 +0000 2020,Goth Glam,,https://www.instagram.com/p/B-5QjG-hXMA/?igshid=1lod32jrt4saj,0,1249438153938735105,,,,en,"Los Angeles, CA",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","QUEEN CORONA 
#Goth #Glam with riconasty x thescottedit 🦠🧝🏼‍♀️ @ Los Angeles, California https://t.co/ut6BMNAcPa",https://twitter.com/HerNameIsHachoo/status/1249438153938735105,Wed Mar 24 10:39:32 +0000 2010,HerNameIsHachoo,false,"#WhatsHerName
Image Consultant/Stylist ATL/NYC/CALI http://t.co/PW09SAFNtr Email: hachooj@gmail.com",139,812,1107,11,CALL 404-453-1490,HACHOO,HerNameIsHachoo,14733,,http://WWW.HACHOODOOS.COM,false
"78.6833,10.8167",Sun Apr 12 19:49:47 +0000 2020,corona 21daysagain indialockdown,,https://www.instagram.com/p/B-5KVuDnGjoyUEuDUMphfVdcxCws1kPpL7U8FA0/?igshid=12esczvh3if65,0,1249424495237935106,,,,en,"तिरुचिरापल्ली, भारत",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","It's all over again and again and again....
#corona #21daysagain #indialockdown @ Tiruchchirappalli https://t.co/rpvnNZjODk",https://twitter.com/jai9289/status/1249424495237935106,Fri Feb 17 20:14:09 +0000 2012,jai9289,false,HUMAN with few knowledge and very much talkative.,55,553,115,0,trichirappalli,Jaiganesh R,jai9289,2362,,http://facebook.com/gowrabookcentre,false
"77.19997558,28.67722497",Sun Apr 12 20:26:43 +0000 2020,homemade stayindoor corona coronadiaries chefdeep french indian collaboration,,https://www.instagram.com/p/B-5OkStnV-K/?igshid=1jgjrnduek9yc,0,1249433791648739328,,,,en,"नई दिल्ली, भारत",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Indo French collaboration ::: 🇫🇷French Creme caramel : in an 🇮🇳Indian idli steamer #homemade #stayindoor #corona #coronadiaries #chefdeep 
#french #indian #collaboration @ Home https://t.co/w4mcsHYo1v",https://twitter.com/chefdmsbajaj/status/1249433791648739328,Fri Jun 08 09:48:47 +0000 2012,chefdmsbajaj,false,"Patisseir,Boulanger , Chocolatier",433,414,317,6,Gurgaon ,deep ms bajaj,chefdmsbajaj,1263,,http://www.chefdeep.com,false
"-83.9179,35.9642",Sun Apr 12 19:45:05 +0000 2020,,,https://www.instagram.com/p/B-5JzRZjv-h/?igshid=hw7f1yvvlyf1,0,1249423314025676800,,,,en,"Knoxville, TN",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Corona Virus won’t stop me from speaking and encouraging the Body of Christ. 

I have all of the In’s and Out’s to host your “Motivating Your Circle Event”. Does your circle need a recharge from someone new? I have… https://t.co/BncYsZmKRR",https://twitter.com/YvonncaLandes/status/1249423314025676800,Thu Sep 23 18:21:39 +0000 2010,YvonncaLandes,false,"I am a small town girl with big city passion for real estate. Having been in the business for over twenty years, it is not just a career, calling on my life.",38,714,317,6,"Knoxville, TN",Yvonnca Landes,YvonncaLandes,4206,,http://www.yvonncasellsrealestate.com,false
"6.66454,52.35495",Sun Apr 12 22:16:24 +0000 2020,Almelo Netherlands twente politie nightshot spring emptystreets corona COVID isolation notravel,,https://www.instagram.com/p/B-5bAZTJXNs/?igshid=7ej7i37bt86y,0,1249461390433079296,,,,en,"Almelo, Nederland",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Almelo by Night

#Almelo #Netherlands #twente #politie #nightshot #spring #emptystreets #corona #COVID #isolation #notravel @ Almelo, Netherlands https://t.co/KUdq9WSI6B",https://twitter.com/Safe_H_Travel/status/1249461390433079296,Wed Jun 26 20:11:15 +0000 2013,Safe_H_Travel,false,"Jacomijn: Dutch Policewoman & Traveler - 
Tips on Safety / Staying Healthy / Solo Travel

Now discovering Austria",17930,6799,2920,565,Based in The Netherlands,Safe and Healthy Travel,Safe_H_Travel,35975,,http://SafeandHealthyTravel.com,false
"-84.10895621,35.88314306",Sun Apr 12 19:47:24 +0000 2020,,,https://www.instagram.com/p/B-5KELGHTNO/?igshid=1gdtmfas9kowm,0,1249423895008067584,,,,en,"Knoxville, TN",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Corona Virus won’t stop me from speaking and encouraging the Body of Christ. 

I have all of the In’s and Out’s to host your “Motivating Your Circle Event”. Does your circle need a recharge from someone new? I have… https://t.co/qydc8Eivc5",https://twitter.com/YvonncaLandes/status/1249423895008067584,Thu Sep 23 18:21:39 +0000 2010,YvonncaLandes,false,"I am a small town girl with big city passion for real estate. Having been in the business for over twenty years, it is not just a career, calling on my life.",38,714,317,6,"Knoxville, TN",Yvonnca Landes,YvonncaLandes,4206,,http://www.yvonncasellsrealestate.com,false
"12,43",Sun Apr 12 23:18:41 +0000 2020,CovidItaly,,https://covid19.healthdata.org/italy https://corona-scanner.com/country/italy,0,1249477066350899206,neilellis,1249477064610242600,14292054,en,"Città della Pieve, Umbria",false,0,,,"<a href=""http://google.com"" rel=""nofollow"">t_client_cli_neilellis</a>","🇮🇹 Italy

10 day forecast of 26,809 dead. This wave may last 183 days and see 3,450,461 cases and 48,306 deaths. Cases double every 20.8 days.

🏥: https://t.co/D4XCzYaIXh
📈: https://t.co/JNWXfsCTyf

🕛 13/04 #CovidItaly

3/4",https://twitter.com/neilellis/status/1249477066350899206,Thu Apr 03 10:13:37 +0000 2008,neilellis,false,"I am a computer programmer, who also spends a lot of time on his allotment.

The end of the world, is not the end of the world.",32581,552,260,60,UK,Neil Ellis,neilellis,34705,,,false
"-80.1418,26.1358",Sun Apr 12 22:43:46 +0000 2020,SoundCloud adoeverse adoe ghe zuut reapa broward control miami florida new explore corona chicago nbayoungboy,,https://www.instagram.com/p/B-5eQE5lJJG/?igshid=1vprb42lgtzgo,2,1249468281364393997,,,,en,"Fort Lauderdale, FL",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","“I got my shooters about to renovate the room” 
New music!!
Just dropped!!! 
#SoundCloud 
#adoeverse #adoe #ghe #zuut #reapa #broward #control #miami #florida #new #explore #corona #chicago #nbayoungboy… https://t.co/w9mVkM9J3R",https://twitter.com/YoungAdoe/status/1249468281364393997,Mon Apr 25 06:42:11 +0000 2011,YoungAdoe,false,GREENHEAD TIL I'M DEAD!!!,560,425,852,2,"Atlanta, GA",Young GHE Adoe,YoungAdoe,1120,,https://soundcloud.com/greenheadent/1-all-a-nigga-know,false
"-78.1654892,37.9921417",Sun Apr 12 20:39:39 +0000 2020,easter easterdecor easterathome corona prospecthillinn quarantinelife tablescapechallenge,,https://www.instagram.com/p/B-5QC8IlIiW/?igshid=1fvrcbcfnczzj,0,1249437045916864513,,,,en,"Virginia, USA",true,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",Happy Easter!  Our Redeemer Lives. #easter #easterdecor #easterathome #corona #prospecthillinn #quarantinelife #tablescapechallenge @ Prospect Hill Inn &amp; Restaurant https://t.co/INKrVKd4Iq,https://twitter.com/prospecthillinn/status/1249437045916864513,Sat Dec 18 01:44:47 +0000 2010,prospecthillinn,false,"Experience the romance and grandeur of yesteryear at our historic fine dining restaurant & bed and breakfast near Charlottesville, VA.",144,168,374,8,"Charlottesville, VA",Prospect Hill Inn & Restaurant,prospecthillinn,413,,https://prospecthill.com,false
"47.9783,29.3697",Sun Apr 12 19:56:14 +0000 2020,Repost,,https://www.instagram.com/p/B-5KwnqhVz_/?igshid=2do8t2boygyx,0,1249426119926910981,,,,en,"القبله, دولة الكويت",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Away from corona .. 🦠
thank you @khalidalzanki for sharing this &amp; reminding us that life can still be beautiful with good memories..💙 stay strong .. stay safe .. stay home 💙

.
.

#Repost @khalidalzanki
・・・
I always… https://t.co/Zzd0mn5NYi",https://twitter.com/xoSerendipityox/status/1249426119926910981,Fri Jan 21 14:30:45 +0000 2011,xoSerendipityox,false,"Don't look through your eyes, you will be deceived.. look through your heart & you will see the truth ..❤",117,598,228,2,kuwait,Enas Alyaseen,xoSerendipityox,8670,,,false
"-71.4358,41.7789",Sun Apr 12 21:03:58 +0000 2020,eastersunday family daughtertime dadlife lovemyfamily quarantine corona covid,,https://www.instagram.com/p/B-5S067noPQ/?igshid=1dqvnyz37s0f3,1,1249443162441093120,vinnie_orcel,,3023084159,en,"Cranston, RI",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","@vinnie_orcel eat your heart out!!  Who’s jealous? #eastersunday #family #daughtertime #dadlife #lovemyfamily #quarantine #corona #covid @ Cranston, Rhode Island https://t.co/3iHthTCvrP",https://twitter.com/Saltzmanwatch/status/1249443162441093120,Wed Jan 18 12:37:05 +0000 2012,Saltzmanwatch,false,"We are a full service watch retailer and service center. Featuring over 18 service centers and dealerships!  authorized retailer for Breitling, and many more!",3905,123,129,6,Rhode Island,Saltzman's Watches,Saltzmanwatch,1552,,http://www.saltzmans-watches.com,false
"-80.90115602,35.14685749",Sun Apr 12 19:23:27 +0000 2020,CoincidenceOrPattern coincidenceithinknot,,https://www.instagram.com/p/B-5HU9cFBtv8QciadzHz5KEvb1h_zZDurJ8CJk0/?igshid=npobkqb3xgle,0,1249417869634555906,,,,en,"Charlotte, NC",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Corona 2020, Spanish Flu 1920, Cholera 1820, Bubonic Plague in 1720 🤔 Population Control Every 100 Years 🤔#CoincidenceOrPattern #coincidenceithinknot 🤔 @ Lows' Kitchen https://t.co/iybmsy2Dxj",https://twitter.com/Lows_Kitchen/status/1249417869634555906,Tue Sep 22 19:14:48 +0000 2015,Lows_Kitchen,false,Hungry? The solution: Lows' Kitchen       ——— CashApp: $olowbx,3512,84,694,0,"Charlotte, NC",Lows' Kitchen,Lows_Kitchen,969,,https://m.facebook.com/pg/LowsKitchen/ads/,false
